,chi2,gain,indexes,noise,noise-pe,ntot,pedestal,pes
155,6.45497375573,16.9725186961,1752,1.61518176788,1.7602402642,28865.3359903,-0.0459198651196,2.15833332497
156,4.53212308165,15.9049871523,1244,1.88571646817,1.59811089272,29200.1841009,-0.0870262945674,1.90643334289
157,5.18184861496,15.7962444427,385,1.93817243159,1.69743181186,29155.8517123,-0.0442267870265,2.09087994642
158,3.87469936651,15.6440375293,406,2.05324895654,1.67447611189,29430.8393892,0.188649123235,2.40669939756
159,6.81206012369,15.0357800749,1692,1.4833576802,1.59270368255,29044.0941231,0.0596105048791,2.49286840475
160,6.0720462544,15.6774600838,673,2.01072596754,1.82619146146,29354.2344499,-0.518308970405,2.87946447195
161,8.06843764889,16.5974696789,835,1.90431581372,1.62801957232,28613.9298849,-0.115513073491,0.789908401838
162,9.69378428165,16.1226591507,885,1.98140501141,2.14298339446,28420.7872766,0.121663332728,0.433520109729
163,3.97301252923,15.0054064027,646,2.40223847909,1.67834336612,29567.6273388,-0.136187318887,2.60422692571
164,10.2051467252,17.1759570529,1577,1.51089958207,1.7901830916,28250.0330234,-0.0111888384479,1.89800859154
165,3.11821162898,17.5578818769,299,2.54528498897,1.85240067437,29103.5230707,0.513215414942,2.63087315002
166,10.9058529914,15.9692013773,1727,1.59620871267,1.76927847709,28212.7190487,0.120895545101,1.51289631809
167,2.74789324159,16.3106718264,1299,2.44593927358,1.81035990721,29464.3871385,-0.0501614452808,0.842387104104
168,8.2559582934,17.6413202005,1737,1.64328944906,1.87145579698,28510.3091338,-0.0870405770783,1.92122847718
169,5.23378129392,16.2215769306,560,2.05644528856,1.73860699066,29180.0453284,2.18300760197,2.76375889499
170,9.6312515093,16.4520624578,1008,1.42238063133,1.84616992938,28622.0920454,0.0253576413817,2.9010973965
171,5.27029766249,15.6825254182,1102,3.41541167099,1.64946555701,28441.3629127,0.470577037232,2.60856066686
172,5.7272946957,15.8885731049,916,1.79203987649,1.73692702931,29010.8543644,0.144822679241,1.55350763741
173,6.55786828095,16.4860644353,802,1.60482198432,1.84973662151,28967.7305617,-0.131254675949,2.44997878905
174,4.7187227676,16.097100919,344,2.29374125913,1.74250662219,29274.278065,-0.0133424961727,2.48821611791
175,4.56777230662,17.3399589495,1237,1.95868323577,1.82834568958,29066.3394598,0.0800191312887,1.93657804214
176,8.69063578554,16.4884061669,1691,1.4894547155,1.79324886015,28649.8241622,0.0824766262587,2.51629305177
177,5.21469857359,15.701292919,369,2.05435851708,1.72533245499,29285.5895826,0.00105659494199,2.65520616247
178,4.52652322651,15.7941754882,1341,1.98592443053,1.69460203346,29285.1388678,-0.135324831357,2.30291159372
179,6.51662123238,16.0373726649,125,1.51567324713,1.74190135837,28985.172324,1.82243045964,2.36743687536
180,5.42286289712,16.5888302854,1125,1.86905229723,1.68958851023,29136.9405238,0.288827526174,2.67910472778
181,4.85455181674,17.2612089789,1411,1.88159656902,1.95680459628,29093.0860299,-0.207141439367,2.65148450462
182,6.84523418836,15.4599191642,684,1.5710081672,1.67888536978,29160.2450887,-0.0843113638821,2.76334838825
183,7.61305785176,15.8900481167,1546,1.41501724041,1.59841170449,28716.0208638,-0.127767207539,1.8597906926
184,3.63521695539,16.0750614224,1323,2.36076242427,1.68455518246,29317.5794298,-0.157099894739,0.676563086571
185,3.97793981514,15.4451172235,281,2.64155543824,1.53471296649,29275.4801081,0.856820403697,2.35772340718
186,14.128419859,17.4903347977,219,1.39852047993,1.65329846218,27712.3934488,0.141831169589,0.163057980878
187,16.507194198,15.5798454243,1652,1.49402068619,2.24018361276,27411.4062139,-0.0919175184761,0.349740733347
188,7.35900501632,15.8678086288,422,1.45496174351,1.73022957935,28978.2311332,-0.101054855009,2.56912731934
189,6.40266834981,16.3123855233,1206,1.82527158007,1.74493941258,28962.7612261,0.324255575426,2.32474700098
190,4.24855460416,15.8762788391,588,2.88863289327,1.65829379803,29298.8291668,0.43130255407,2.76269422657
191,7.135192643,15.6906074651,1706,1.72104197603,1.7446890342,28850.7923398,-0.163357142516,2.07550753017
192,6.7467779303,15.4137309326,1446,1.53516546688,1.60791324465,29023.239048,-0.229764478511,2.38954565969
193,11.7461186851,16.4189226566,931,1.81721104957,2.45018043431,28102.91163,-0.249828450234,0.23362145206
194,5.43232537201,15.9859057393,714,1.87707831026,1.78420106915,29280.0515102,0.176853169895,2.69040952344
195,7.15644927253,16.6759114765,458,1.89270429768,1.65339208982,28778.4700929,-0.0433561642339,0.629268743398
196,5.00211738706,15.5424763627,876,1.64655189749,1.5362552382,29146.1131093,0.0630577717984,1.69370375203
197,5.78532348507,15.8227969887,1433,1.87995334989,1.75438594426,29253.4130375,-0.213579370496,2.68981367788
198,4.0982353613,16.5486135728,1223,2.46705112489,1.60405658311,29061.7085689,-0.0560766692807,1.38604635399
199,3.51703471983,15.1916600542,773,2.10552903593,1.65654439372,29449.9255661,-0.221242226123,2.13201060838
200,4.46758195362,15.9202346885,1139,2.30198643168,1.64830615184,29390.8018922,0.178725975102,2.51528489034
201,5.93432414581,16.0678915669,817,1.64309810701,1.86500368423,29065.0366803,-0.0438527837475,2.261280748
202,16.9905379332,15.4147517985,1584,1.5739673071,2.52144199288,27351.1544521,-0.23646858426,0.328049643312
203,5.81095748353,15.7203422491,1369,1.93914363014,1.68837996917,29296.5496953,-0.232048525626,2.70517211121
204,13.5764636829,16.9164233162,232,1.37322517943,1.45422508533,27693.7402945,-0.0355461025374,1.11427203354
205,8.93688122485,16.8692697163,832,1.95980662461,1.76224377201,28500.1247472,-0.0700956434419,0.559274194504
206,4.03597927969,15.8613803801,1231,2.52396028217,1.71672028023,29034.7748868,-0.0355888493755,1.00792545273
207,3.83052894081,15.3160659159,1733,2.13428455809,1.58754220081,29305.6948059,-0.0367223172871,1.50317605454
208,9.26528084976,16.0031991877,1574,1.33217779246,1.5780495561,28465.352002,-0.12310363228,1.84293631417
209,8.10876417824,15.7587571112,904,1.59133058882,1.79441148885,28882.5599306,-0.0468692639233,2.57679134619
210,3.31059478865,16.0143003176,781,2.23708683414,1.70687572751,29434.1700775,-0.210031030492,2.07721352795
211,5.48412418606,17.8762455824,1185,1.86352702878,1.89758094706,28881.5963829,-0.00859273820163,2.37120420808
212,3.9291126497,16.9601093693,326,3.39143037729,1.91338017717,28815.2641819,-0.190210287443,2.58436837827
213,3.71898233105,16.2973891019,1364,2.32647992723,1.88635707181,29487.5468427,0.0779956430392,2.70384430156
214,7.30169415903,16.9208430087,81,1.75954641801,1.70134575098,28712.0888851,0.166711213199,1.84947934787
215,4.06779367819,17.0522091685,1100,3.57954398705,1.73448786745,28395.5671112,0.455852257749,2.70065335755
216,6.13622337683,15.8713054245,1226,1.94947220941,1.6548503293,28932.8150903,-0.0354842928382,1.01099229681
217,5.04678240996,15.943651985,1382,1.6719231973,1.72578058433,29186.6397381,0.100932891977,2.14498295766
218,9.24647353689,16.4694403955,1554,1.39743519532,1.69268391991,28487.3198551,0.0279472602652,2.23489108517
219,10.6333697147,16.5362059206,241,1.27127394111,1.82618074184,28259.8452661,0.418267836315,2.74634852936
220,4.64217225415,16.3470431796,1092,3.38349224917,1.56739820285,28609.6879996,0.91946927739,2.51411092585
221,9.21382404135,16.1045891197,1625,1.44382482047,1.73651908267,28539.3045043,-0.181037125601,2.17929543211
222,6.3958843873,16.3766503133,1551,1.77090446801,1.64834801381,28931.5561815,-0.124336739871,1.97601522368
223,5.5161471106,15.8065043612,1363,1.93941692296,1.80865207964,29296.6962507,-0.187174053339,2.66988954472
224,6.96190741589,17.1162414431,1681,1.50435075529,1.88433997113,28745.7864451,-0.114311582816,2.39756853139
225,6.97773942841,16.9452831662,1565,1.42826760969,1.7296837486,28774.1733281,-0.109989303975,2.23581915492
226,5.32979261123,14.9689088154,1197,1.56051111764,1.46066414856,29182.6416185,-0.118277008748,2.25219471588
227,3.57278582942,16.6427382081,271,4.28996141999,1.59698957393,28504.449498,2.28259423658,2.48259031602
228,6.49128766796,16.144847324,1755,1.64857283854,1.69234091448,28933.5142043,0.0544752947671,2.2468274483
229,4.37665170721,16.5992186223,671,2.03634146315,1.98967509564,29412.4845905,-0.0768109635463,2.82984679003
230,7.90343721399,16.5931993063,1683,1.52306314737,1.88093990683,28732.3404744,-0.125657749172,2.44088313653
231,7.4693269739,17.0170089509,969,1.39934748024,1.80912470059,28694.6549065,-0.207062904917,2.86276885994
232,5.95446320235,15.9247469514,1402,1.99316244831,1.79351925769,29243.9740044,-0.0422152853778,2.69213682119
233,7.56798989835,16.2981646629,974,1.74547232132,1.81488337699,29006.5628885,-0.175086301774,2.92946884118
234,8.24851250587,16.0238205725,1766,1.63291521811,1.73842811581,28641.829987,-0.0930940173074,0.346498022193
235,6.4920784383,16.3054994419,622,1.60344751915,1.68479720887,29152.3222431,-0.0833391447125,2.90344777716
236,5.44249877045,16.253094614,471,1.878144432,1.67785827714,29051.3137154,0.063717533054,2.04166845544
237,7.0916997509,16.887662698,1607,1.62903646556,1.8327645395,28778.0187944,-0.154813317198,2.21716486402
238,8.49680736965,15.828863017,1509,1.34119959269,1.62790031814,28685.1206148,-0.116121073856,2.27325291338
239,4.04318434388,16.7195852436,302,2.12013769565,1.82087893197,29273.6498745,0.81371163123,2.71682615441
240,3.3424758839,15.9396753419,1321,2.29392454792,1.52675460329,29392.7866632,-0.243280245564,1.66607210427
241,5.71954561485,17.0626077673,713,1.87460371531,1.86231116676,28984.0532018,0.180790463115,2.71635195773
242,9.37921649851,17.2974117231,86,1.86830134955,1.74154050819,28437.99326,0.110727772489,1.09395025748
243,5.33587089264,16.3104384805,608,2.05636853155,1.82319026749,29375.2164241,-0.142887137103,2.9918580198
244,7.85293849936,15.7979678752,1523,1.53927480803,1.72433888541,28766.2652203,-0.0121759702005,2.38933591474
245,8.67493104638,16.036811142,1762,1.80939740822,1.62689410206,28538.4576388,-0.207256187125,0.566853086718
246,6.73523882083,15.9670707415,1440,1.95777826373,1.75521305916,29044.7043891,-0.324530068839,2.54964400264
247,5.45389344923,16.5564788182,1039,3.932656327,1.72691412402,27979.0065976,0.354319979476,2.84491065264
248,7.28382618434,16.5683767125,495,1.42208099886,1.63629011871,28756.5746603,-0.0563621915404,2.17591775854
249,12.4053762006,16.3612053268,225,1.28442451516,1.60188738463,27921.4978569,-0.0494074147459,2.08491996699
250,6.83551531391,15.7696658607,685,1.58510057241,1.7114380269,29151.9496309,-0.169350950922,2.8548544971
251,3.69000006164,15.8710608195,536,2.36843606454,1.63190986813,29318.3947209,2.52504331369,0.887453013121
252,5.37805656792,15.2842030662,859,1.93592872945,1.58282473758,29147.8546914,-0.139494077541,2.03323420343
253,5.2683773443,15.8502433284,761,1.97756775492,1.77001937721,29237.6047843,0.438737887713,2.56531650611
254,5.77866919772,15.6021862387,665,1.87800451718,1.85812938169,29387.4167603,-0.0583784492941,2.86541099014
